Theta: 1.570700
periodo,theta_Calc,theta_Anali
1.129800,-1.448512,-1.543150
1.129900,-1.448321,-1.543107
1.130000,-1.448131,-1.543063
1.130100,-1.447940,-1.543020
1.130200,-1.447750,-1.542977
1.130300,-1.447559,-1.542934
1.130400,-1.447368,-1.542890
1.130500,-1.447177,-1.542847
1.130600,-1.446985,-1.542803
1.130700,-1.446794,-1.542760
1.130800,-1.446602,-1.542717
1.130900,-1.446411,-1.542673
1.131000,-1.446219,-1.542630
1.131100,-1.446027,-1.542586
1.131200,-1.445834,-1.542542
1.131300,-1.445642,-1.542499
1.131400,-1.445450,-1.542455
1.131500,-1.445257,-1.542412
1.131600,-1.445064,-1.542368
1.131700,-1.444872,-1.542324
1.131800,-1.444679,-1.542280
1.131900,-1.444485,-1.542237
1.132000,-1.444292,-1.542193
1.132100,-1.444099,-1.542149
1.132200,-1.443905,-1.542105
1.132300,-1.443711,-1.542061
1.132400,-1.443518,-1.542017
1.132500,-1.443324,-1.541973
1.132600,-1.443129,-1.541929
1.132700,-1.442935,-1.541885
1.132800,-1.442741,-1.541841
1.132900,-1.442546,-1.541797
1.133000,-1.442351,-1.541753
1.133100,-1.442157,-1.541708
1.133200,-1.441962,-1.541664
1.133300,-1.441767,-1.541620
1.133400,-1.441571,-1.541576
1.133500,-1.441376,-1.541531
1.133600,-1.441180,-1.541487
1.133700,-1.440985,-1.541443
1.133800,-1.440789,-1.541398
1.133900,-1.440593,-1.541354
1.134000,-1.440397,-1.541309
1.134100,-1.440200,-1.541265
1.134200,-1.440004,-1.541220
1.134300,-1.439807,-1.541176
1.134400,-1.439611,-1.541131
1.134500,-1.439414,-1.541087
1.134600,-1.439217,-1.541042
1.134700,-1.439020,-1.540997
1.134800,-1.438823,-1.540953
1.134900,-1.438625,-1.540908
1.135000,-1.438428,-1.540863
1.135100,-1.438230,-1.540818
1.135200,-1.438032,-1.540774
1.135300,-1.437834,-1.540729
1.135400,-1.437636,-1.540684
1.135500,-1.437438,-1.540639
1.135600,-1.437240,-1.540594
1.135700,-1.437041,-1.540549
1.135800,-1.436842,-1.540504
1.135900,-1.436644,-1.540459
1.136000,-1.436445,-1.540414
1.136100,-1.436246,-1.540369
1.136200,-1.436046,-1.540323
1.136300,-1.435847,-1.540278
1.136400,-1.435647,-1.540233
1.136500,-1.435448,-1.540188
1.136600,-1.435248,-1.540143
1.136700,-1.435048,-1.540097
1.136800,-1.434848,-1.540052
1.136900,-1.434648,-1.540007
1.137000,-1.434447,-1.539961
1.137100,-1.434247,-1.539916
1.137200,-1.434046,-1.539870
1.137300,-1.433846,-1.539825
1.137400,-1.433645,-1.539779
1.137500,-1.433444,-1.539734
1.137600,-1.433242,-1.539688
1.137700,-1.433041,-1.539642
1.137800,-1.432840,-1.539597
1.137900,-1.432638,-1.539551
1.138000,-1.432436,-1.539505
1.138100,-1.432234,-1.539460
1.138200,-1.432032,-1.539414
1.138300,-1.431830,-1.539368
1.138400,-1.431628,-1.539322
1.138500,-1.431425,-1.539276
1.138600,-1.431223,-1.539230
1.138700,-1.431020,-1.539185
1.138800,-1.430817,-1.539139
1.138900,-1.430614,-1.539093
1.139000,-1.430411,-1.539047
1.139100,-1.430208,-1.539001
1.139200,-1.430004,-1.538954
1.139300,-1.429801,-1.538908
1.139400,-1.429597,-1.538862
1.139500,-1.429393,-1.538816
1.139600,-1.429189,-1.538770
1.139700,-1.428985,-1.538724
1.139800,-1.428781,-1.538677
1.139900,-1.428576,-1.538631
1.140000,-1.428372,-1.538585
1.140100,-1.428167,-1.538538
1.140200,-1.427962,-1.538492
1.140300,-1.427757,-1.538445
1.140400,-1.427552,-1.538399
1.140500,-1.427347,-1.538353
1.140600,-1.427141,-1.538306
1.140700,-1.426936,-1.538259
1.140800,-1.426730,-1.538213
1.140900,-1.426524,-1.538166
1.141000,-1.426318,-1.538120
1.141100,-1.426112,-1.538073
1.141200,-1.425906,-1.538026
1.141300,-1.425700,-1.537979
1.141400,-1.425493,-1.537933
1.141500,-1.425286,-1.537886
1.141600,-1.425080,-1.537839
1.141700,-1.424873,-1.537792
1.141800,-1.424666,-1.537745
1.141900,-1.424458,-1.537698
1.142000,-1.424251,-1.537651
1.142100,-1.424044,-1.537604
1.142200,-1.423836,-1.537557
1.142300,-1.423628,-1.537510
1.142400,-1.423420,-1.537463
1.142500,-1.423212,-1.537416
1.142600,-1.423004,-1.537369
1.142700,-1.422796,-1.537322
1.142800,-1.422587,-1.537275
1.142900,-1.422379,-1.537227
1.143000,-1.422170,-1.537180
1.143100,-1.421961,-1.537133
1.143200,-1.421752,-1.537086
1.143300,-1.421543,-1.537038
1.143400,-1.421333,-1.536991
1.143500,-1.421124,-1.536943
1.143600,-1.420914,-1.536896
1.143700,-1.420705,-1.536849
1.143800,-1.420495,-1.536801
1.143900,-1.420285,-1.536753
1.144000,-1.420075,-1.536706
1.144100,-1.419864,-1.536658
1.144200,-1.419654,-1.536611
1.144300,-1.419443,-1.536563
1.144400,-1.419233,-1.536515
1.144500,-1.419022,-1.536468
1.144600,-1.418811,-1.536420
1.144700,-1.418600,-1.536372
1.144800,-1.418388,-1.536324
1.144900,-1.418177,-1.536276
1.145000,-1.417965,-1.536228
1.145100,-1.417754,-1.536181
1.145200,-1.417542,-1.536133
1.145300,-1.417330,-1.536085
1.145400,-1.417118,-1.536037
1.145500,-1.416906,-1.535989
1.145600,-1.416693,-1.535941
1.145700,-1.416481,-1.535892
1.145800,-1.416268,-1.535844
1.145900,-1.416055,-1.535796
1.146000,-1.415842,-1.535748
1.146100,-1.415629,-1.535700
1.146200,-1.415416,-1.535652
1.146300,-1.415203,-1.535603
1.146400,-1.414989,-1.535555
1.146500,-1.414776,-1.535507
1.146600,-1.414562,-1.535458
1.146700,-1.414348,-1.535410
1.146800,-1.414134,-1.535361
1.146900,-1.413920,-1.535313
1.147000,-1.413705,-1.535264
1.147100,-1.413491,-1.535216
1.147200,-1.413276,-1.535167
1.147300,-1.413062,-1.535119
1.147400,-1.412847,-1.535070
1.147500,-1.412632,-1.535021
1.147600,-1.412416,-1.534973
1.147700,-1.412201,-1.534924
1.147800,-1.411986,-1.534875
1.147900,-1.411770,-1.534827
1.148000,-1.411554,-1.534778
1.148100,-1.411339,-1.534729
1.148200,-1.411123,-1.534680
1.148300,-1.410907,-1.534631
1.148400,-1.410690,-1.534582
1.148500,-1.410474,-1.534533
1.148600,-1.410257,-1.534484
1.148700,-1.410041,-1.534435
1.148800,-1.409824,-1.534386
1.148900,-1.409607,-1.534337
1.149000,-1.409390,-1.534288
1.149100,-1.409173,-1.534239
1.149200,-1.408955,-1.534190
1.149300,-1.408738,-1.534141
1.149400,-1.408520,-1.534091
1.149500,-1.408302,-1.534042
1.149600,-1.408084,-1.533993
1.149700,-1.407866,-1.533943
1.149800,-1.407648,-1.533894
1.149900,-1.407430,-1.533845
1.150000,-1.407211,-1.533795
1.150100,-1.406993,-1.533746
1.150200,-1.406774,-1.533696
1.150300,-1.406555,-1.533647
1.150400,-1.406336,-1.533597
1.150500,-1.406117,-1.533548
1.150600,-1.405898,-1.533498
1.150700,-1.405678,-1.533449
1.150800,-1.405459,-1.533399
1.150900,-1.405239,-1.533349
1.151000,-1.405019,-1.533299
1.151100,-1.404799,-1.533250
1.151200,-1.404579,-1.533200
1.151300,-1.404359,-1.533150
1.151400,-1.404138,-1.533100
1.151500,-1.403918,-1.533050
1.151600,-1.403697,-1.533000
1.151700,-1.403476,-1.532951
1.151800,-1.403255,-1.532901
1.151900,-1.403034,-1.532851
1.152000,-1.402813,-1.532801
1.152100,-1.402591,-1.532751
1.152200,-1.402370,-1.532700
1.152300,-1.402148,-1.532650
1.152400,-1.401927,-1.532600
1.152500,-1.401705,-1.532550
1.152600,-1.401483,-1.532500
1.152700,-1.401260,-1.532450
1.152800,-1.401038,-1.532399
1.152900,-1.400816,-1.532349
1.153000,-1.400593,-1.532299
1.153100,-1.400370,-1.532248
1.153200,-1.400147,-1.532198
1.153300,-1.399924,-1.532147
1.153400,-1.399701,-1.532097
1.153500,-1.399478,-1.532047
1.153600,-1.399254,-1.531996
1.153700,-1.399031,-1.531945
1.153800,-1.398807,-1.531895
1.153900,-1.398583,-1.531844
1.154000,-1.398359,-1.531794
1.154100,-1.398135,-1.531743
1.154200,-1.397911,-1.531692
1.154300,-1.397687,-1.531642
1.154400,-1.397462,-1.531591
1.154500,-1.397237,-1.531540
1.154600,-1.397013,-1.531489
1.154700,-1.396788,-1.531438
1.154800,-1.396563,-1.531388
1.154900,-1.396337,-1.531337
1.155000,-1.396112,-1.531286
1.155100,-1.395887,-1.531235
1.155200,-1.395661,-1.531184
1.155300,-1.395435,-1.531133
1.155400,-1.395209,-1.531082
1.155500,-1.394983,-1.531031
1.155600,-1.394757,-1.530979
1.155700,-1.394531,-1.530928
1.155800,-1.394304,-1.530877
1.155900,-1.394078,-1.530826
1.156000,-1.393851,-1.530775
1.156100,-1.393624,-1.530723
1.156200,-1.393397,-1.530672
1.156300,-1.393170,-1.530621
1.156400,-1.392943,-1.530569
1.156500,-1.392715,-1.530518
1.156600,-1.392488,-1.530467
1.156700,-1.392260,-1.530415
1.156800,-1.392032,-1.530364
1.156900,-1.391804,-1.530312
1.157000,-1.391576,-1.530261
1.157100,-1.391348,-1.530209
1.157200,-1.391120,-1.530157
1.157300,-1.390891,-1.530106
1.157400,-1.390663,-1.530054
1.157500,-1.390434,-1.530002
1.157600,-1.390205,-1.529951
1.157700,-1.389976,-1.529899
1.157800,-1.389747,-1.529847
1.157900,-1.389517,-1.529795
1.158000,-1.389288,-1.529744
1.158100,-1.389058,-1.529692
1.158200,-1.388829,-1.529640
1.158300,-1.388599,-1.529588
1.158400,-1.388369,-1.529536
1.158500,-1.388139,-1.529484
1.158600,-1.387908,-1.529432
1.158700,-1.387678,-1.529380
1.158800,-1.387448,-1.529328
1.158900,-1.387217,-1.529276
1.159000,-1.386986,-1.529223
1.159100,-1.386755,-1.529171
1.159200,-1.386524,-1.529119
1.159300,-1.386293,-1.529067
1.159400,-1.386061,-1.529015
1.159500,-1.385830,-1.528962
1.159600,-1.385598,-1.528910
1.159700,-1.385367,-1.528858
1.159800,-1.385135,-1.528805
1.159900,-1.384903,-1.528753
1.160000,-1.384670,-1.528700
1.160100,-1.384438,-1.528648
1.160200,-1.384206,-1.528595
1.160300,-1.383973,-1.528543
1.160400,-1.383740,-1.528490
1.160500,-1.383508,-1.528438
1.160600,-1.383275,-1.528385
1.160700,-1.383042,-1.528332
1.160800,-1.382808,-1.528280
1.160900,-1.382575,-1.528227
1.161000,-1.382341,-1.528174
1.161100,-1.382108,-1.528121
1.161200,-1.381874,-1.528069
1.161300,-1.381640,-1.528016
1.161400,-1.381406,-1.527963
1.161500,-1.381172,-1.527910
1.161600,-1.380937,-1.527857
1.161700,-1.380703,-1.527804
1.161800,-1.380468,-1.527751
1.161900,-1.380233,-1.527698
1.162000,-1.379999,-1.527645
1.162100,-1.379764,-1.527592
1.162200,-1.379528,-1.527539
1.162300,-1.379293,-1.527486
1.162400,-1.379058,-1.527433
1.162500,-1.378822,-1.527379
1.162600,-1.378586,-1.527326
1.162700,-1.378351,-1.527273
1.162800,-1.378115,-1.527220
1.162900,-1.377879,-1.527166
1.163000,-1.377642,-1.527113
1.163100,-1.377406,-1.527060
1.163200,-1.377169,-1.527006
1.163300,-1.376933,-1.526953
1.163400,-1.376696,-1.526899
1.163500,-1.376459,-1.526846
1.163600,-1.376222,-1.526792
1.163700,-1.375985,-1.526739
1.163800,-1.375748,-1.526685
1.163900,-1.375510,-1.526632
1.164000,-1.375273,-1.526578
1.164100,-1.375035,-1.526524
1.164200,-1.374797,-1.526470
1.164300,-1.374559,-1.526417
1.164400,-1.374321,-1.526363
1.164500,-1.374083,-1.526309
1.164600,-1.373844,-1.526255
1.164700,-1.373606,-1.526202
1.164800,-1.373367,-1.526148
1.164900,-1.373128,-1.526094
1.165000,-1.372889,-1.526040
1.165100,-1.372650,-1.525986
1.165200,-1.372411,-1.525932
1.165300,-1.372172,-1.525878
1.165400,-1.371932,-1.525824
1.165500,-1.371693,-1.525770
1.165600,-1.371453,-1.525715
1.165700,-1.371213,-1.525661
1.165800,-1.370973,-1.525607
1.165900,-1.370733,-1.525553
1.166000,-1.370493,-1.525499
1.166100,-1.370252,-1.525444
1.166200,-1.370012,-1.525390
1.166300,-1.369771,-1.525336
1.166400,-1.369530,-1.525281
1.166500,-1.369289,-1.525227
1.166600,-1.369048,-1.525173
1.166700,-1.368807,-1.525118
1.166800,-1.368566,-1.525064
1.166900,-1.368324,-1.525009
1.167000,-1.368082,-1.524955
1.167100,-1.367841,-1.524900
1.167200,-1.367599,-1.524845
1.167300,-1.367357,-1.524791
1.167400,-1.367115,-1.524736
1.167500,-1.366872,-1.524682
1.167600,-1.366630,-1.524627
1.167700,-1.366387,-1.524572
1.167800,-1.366145,-1.524517
1.167900,-1.365902,-1.524462
1.168000,-1.365659,-1.524408
1.168100,-1.365416,-1.524353
1.168200,-1.365172,-1.524298
1.168300,-1.364929,-1.524243
1.168400,-1.364686,-1.524188
1.168500,-1.364442,-1.524133
1.168600,-1.364198,-1.524078
1.168700,-1.363954,-1.524023
1.168800,-1.363710,-1.523968
1.168900,-1.363466,-1.523913
1.169000,-1.363222,-1.523858
1.169100,-1.362977,-1.523803
1.169200,-1.362733,-1.523747
1.169300,-1.362488,-1.523692
1.169400,-1.362243,-1.523637
1.169500,-1.361998,-1.523582
1.169600,-1.361753,-1.523526
1.169700,-1.361508,-1.523471
1.169800,-1.361263,-1.523416
1.169900,-1.361017,-1.523360
1.170000,-1.360771,-1.523305
1.170100,-1.360526,-1.523249
1.170200,-1.360280,-1.523194
1.170300,-1.360034,-1.523138
1.170400,-1.359788,-1.523083
1.170500,-1.359541,-1.523027
1.170600,-1.359295,-1.522972
1.170700,-1.359048,-1.522916
1.170800,-1.358802,-1.522860
1.170900,-1.358555,-1.522805
1.171000,-1.358308,-1.522749
1.171100,-1.358061,-1.522693
1.171200,-1.357813,-1.522637
1.171300,-1.357566,-1.522581
1.171400,-1.357319,-1.522526
1.171500,-1.357071,-1.522470
1.171600,-1.356823,-1.522414
1.171700,-1.356575,-1.522358
1.171800,-1.356327,-1.522302
1.171900,-1.356079,-1.522246
1.172000,-1.355831,-1.522190
1.172100,-1.355582,-1.522134
1.172200,-1.355334,-1.522078
1.172300,-1.355085,-1.522022
1.172400,-1.354836,-1.521966
1.172500,-1.354587,-1.521909
1.172600,-1.354338,-1.521853
1.172700,-1.354089,-1.521797
1.172800,-1.353839,-1.521741
1.172900,-1.353590,-1.521684
1.173000,-1.353340,-1.521628
1.173100,-1.353091,-1.521572
1.173200,-1.352841,-1.521515
1.173300,-1.352591,-1.521459
1.173400,-1.352341,-1.521403
1.173500,-1.352090,-1.521346
1.173600,-1.351840,-1.521290
1.173700,-1.351589,-1.521233
1.173800,-1.351339,-1.521177
1.173900,-1.351088,-1.521120
1.174000,-1.350837,-1.521063
1.174100,-1.350586,-1.521007
1.174200,-1.350334,-1.520950
1.174300,-1.350083,-1.520893
1.174400,-1.349832,-1.520837
1.174500,-1.349580,-1.520780
1.174600,-1.349328,-1.520723
1.174700,-1.349076,-1.520666
1.174800,-1.348824,-1.520610
1.174900,-1.348572,-1.520553
1.175000,-1.348320,-1.520496
1.175100,-1.348067,-1.520439
1.175200,-1.347815,-1.520382
1.175300,-1.347562,-1.520325
1.175400,-1.347309,-1.520268
1.175500,-1.347056,-1.520211
1.175600,-1.346803,-1.520154
1.175700,-1.346550,-1.520097
1.175800,-1.346297,-1.520040
1.175900,-1.346043,-1.519982
1.176000,-1.345790,-1.519925
1.176100,-1.345536,-1.519868
1.176200,-1.345282,-1.519811
1.176300,-1.345028,-1.519753
1.176400,-1.344774,-1.519696
1.176500,-1.344520,-1.519639
1.176600,-1.344265,-1.519581
1.176700,-1.344011,-1.519524
1.176800,-1.343756,-1.519467
1.176900,-1.343501,-1.519409
1.177000,-1.343246,-1.519352
1.177100,-1.342991,-1.519294
1.177200,-1.342736,-1.519237
1.177300,-1.342481,-1.519179
1.177400,-1.342225,-1.519121
1.177500,-1.341970,-1.519064
1.177600,-1.341714,-1.519006
1.177700,-1.341458,-1.518948
1.177800,-1.341202,-1.518891
1.177900,-1.340946,-1.518833
1.178000,-1.340690,-1.518775
1.178100,-1.340434,-1.518717
1.178200,-1.340177,-1.518660
1.178300,-1.339921,-1.518602
1.178400,-1.339664,-1.518544
1.178500,-1.339407,-1.518486
1.178600,-1.339150,-1.518428
1.178700,-1.338893,-1.518370
1.178800,-1.338635,-1.518312
1.178900,-1.338378,-1.518254
1.179000,-1.338120,-1.518196
1.179100,-1.337863,-1.518138
1.179200,-1.337605,-1.518080
1.179300,-1.337347,-1.518021
1.179400,-1.337089,-1.517963
1.179500,-1.336831,-1.517905
1.179600,-1.336572,-1.517847
1.179700,-1.336314,-1.517789
1.179800,-1.336055,-1.517730
1.179900,-1.335796,-1.517672
1.180000,-1.335538,-1.517614
1.180100,-1.335279,-1.517555
1.180200,-1.335020,-1.517497
1.180300,-1.334760,-1.517438
1.180400,-1.334501,-1.517380
1.180500,-1.334241,-1.517321
1.180600,-1.333982,-1.517263
1.180700,-1.333722,-1.517204
1.180800,-1.333462,-1.517146
1.180900,-1.333202,-1.517087
1.181000,-1.332942,-1.517028
1.181100,-1.332681,-1.516970
1.181200,-1.332421,-1.516911
1.181300,-1.332160,-1.516852
1.181400,-1.331900,-1.516793
1.181500,-1.331639,-1.516735
1.181600,-1.331378,-1.516676
1.181700,-1.331117,-1.516617
1.181800,-1.330856,-1.516558
1.181900,-1.330594,-1.516499
1.182000,-1.330333,-1.516440
1.182100,-1.330071,-1.516381
1.182200,-1.329809,-1.516322
1.182300,-1.329548,-1.516263
1.182400,-1.329286,-1.516204
1.182500,-1.329023,-1.516145
1.182600,-1.328761,-1.516086
1.182700,-1.328499,-1.516027
1.182800,-1.328236,-1.515968
1.182900,-1.327974,-1.515908
1.183000,-1.327711,-1.515849
1.183100,-1.327448,-1.515790
1.183200,-1.327185,-1.515731
1.183300,-1.326922,-1.515671
1.183400,-1.326658,-1.515612
1.183500,-1.326395,-1.515553
1.183600,-1.326131,-1.515493
1.183700,-1.325868,-1.515434
1.183800,-1.325604,-1.515374
1.183900,-1.325340,-1.515315
1.184000,-1.325076,-1.515255
1.184100,-1.324812,-1.515196
1.184200,-1.324547,-1.515136
1.184300,-1.324283,-1.515077
1.184400,-1.324018,-1.515017
1.184500,-1.323753,-1.514957
1.184600,-1.323489,-1.514898
1.184700,-1.323224,-1.514838
1.184800,-1.322958,-1.514778
1.184900,-1.322693,-1.514718
1.185000,-1.322428,-1.514659
1.185100,-1.322162,-1.514599
1.185200,-1.321897,-1.514539
1.185300,-1.321631,-1.514479
1.185400,-1.321365,-1.514419
1.185500,-1.321099,-1.514359
1.185600,-1.320833,-1.514299
1.185700,-1.320567,-1.514239
1.185800,-1.320300,-1.514179
1.185900,-1.320034,-1.514119
1.186000,-1.319767,-1.514059
1.186100,-1.319500,-1.513999
1.186200,-1.319233,-1.513939
1.186300,-1.318966,-1.513879
1.186400,-1.318699,-1.513818
1.186500,-1.318432,-1.513758
1.186600,-1.318164,-1.513698
1.186700,-1.317896,-1.513638
1.186800,-1.317629,-1.513577
1.186900,-1.317361,-1.513517
1.187000,-1.317093,-1.513456
1.187100,-1.316825,-1.513396
1.187200,-1.316557,-1.513336
1.187300,-1.316288,-1.513275
1.187400,-1.316020,-1.513215
1.187500,-1.315751,-1.513154
1.187600,-1.315482,-1.513094
1.187700,-1.315213,-1.513033
1.187800,-1.314944,-1.512972
1.187900,-1.314675,-1.512912
1.188000,-1.314406,-1.512851
1.188100,-1.314137,-1.512790
1.188200,-1.313867,-1.512730
1.188300,-1.313598,-1.512669
1.188400,-1.313328,-1.512608
1.188500,-1.313058,-1.512547
1.188600,-1.312788,-1.512486
1.188700,-1.312518,-1.512426
1.188800,-1.312247,-1.512365
1.188900,-1.311977,-1.512304
1.189000,-1.311706,-1.512243
1.189100,-1.311436,-1.512182
1.189200,-1.311165,-1.512121
1.189300,-1.310894,-1.512060
1.189400,-1.310623,-1.511999
1.189500,-1.310352,-1.511938
1.189600,-1.310080,-1.511876
1.189700,-1.309809,-1.511815
1.189800,-1.309537,-1.511754
1.189900,-1.309266,-1.511693
1.190000,-1.308994,-1.511632
1.190100,-1.308722,-1.511570
1.190200,-1.308450,-1.511509
1.190300,-1.308177,-1.511448
1.190400,-1.307905,-1.511386
1.190500,-1.307633,-1.511325
1.190600,-1.307360,-1.511264
1.190700,-1.307087,-1.511202
1.190800,-1.306814,-1.511141
1.190900,-1.306541,-1.511079
1.191000,-1.306268,-1.511018
1.191100,-1.305995,-1.510956
1.191200,-1.305722,-1.510895
1.191300,-1.305448,-1.510833
1.191400,-1.305175,-1.510771
1.191500,-1.304901,-1.510710
1.191600,-1.304627,-1.510648
1.191700,-1.304353,-1.510586
1.191800,-1.304079,-1.510524
1.191900,-1.303804,-1.510463
1.192000,-1.303530,-1.510401
1.192100,-1.303255,-1.510339
1.192200,-1.302981,-1.510277
1.192300,-1.302706,-1.510215
1.192400,-1.302431,-1.510153
1.192500,-1.302156,-1.510091
1.192600,-1.301881,-1.510029
1.192700,-1.301606,-1.509967
1.192800,-1.301330,-1.509905
1.192900,-1.301055,-1.509843
1.193000,-1.300779,-1.509781
1.193100,-1.300503,-1.509719
1.193200,-1.300227,-1.509657
1.193300,-1.299951,-1.509595
1.193400,-1.299675,-1.509532
1.193500,-1.299399,-1.509470
1.193600,-1.299122,-1.509408
1.193700,-1.298846,-1.509346
1.193800,-1.298569,-1.509283
1.193900,-1.298292,-1.509221
1.194000,-1.298015,-1.509159
1.194100,-1.297738,-1.509096
1.194200,-1.297461,-1.509034
1.194300,-1.297184,-1.508971
1.194400,-1.296906,-1.508909
1.194500,-1.296628,-1.508846
1.194600,-1.296351,-1.508784
1.194700,-1.296073,-1.508721
1.194800,-1.295795,-1.508659
1.194900,-1.295517,-1.508596
1.195000,-1.295239,-1.508533
1.195100,-1.294960,-1.508471
1.195200,-1.294682,-1.508408
1.195300,-1.294403,-1.508345
1.195400,-1.294124,-1.508282
1.195500,-1.293846,-1.508219
1.195600,-1.293567,-1.508157
1.195700,-1.293287,-1.508094
1.195800,-1.293008,-1.508031
1.195900,-1.292729,-1.507968
1.196000,-1.292449,-1.507905
1.196100,-1.292170,-1.507842
1.196200,-1.291890,-1.507779
1.196300,-1.291610,-1.507716
1.196400,-1.291330,-1.507653
1.196500,-1.291050,-1.507590
1.196600,-1.290770,-1.507527
1.196700,-1.290489,-1.507464
1.196800,-1.290209,-1.507400
1.196900,-1.289928,-1.507337
1.197000,-1.289647,-1.507274
1.197100,-1.289367,-1.507211
1.197200,-1.289086,-1.507147
1.197300,-1.288804,-1.507084
1.197400,-1.288523,-1.507021
1.197500,-1.288242,-1.506957
1.197600,-1.287960,-1.506894
1.197700,-1.287679,-1.506831
1.197800,-1.287397,-1.506767
1.197900,-1.287115,-1.506704
1.198000,-1.286833,-1.506640
1.198100,-1.286551,-1.506577
1.198200,-1.286268,-1.506513
1.198300,-1.285986,-1.506449
1.198400,-1.285703,-1.506386
1.198500,-1.285421,-1.506322
1.198600,-1.285138,-1.506258
1.198700,-1.284855,-1.506195
1.198800,-1.284572,-1.506131
1.198900,-1.284289,-1.506067
1.199000,-1.284006,-1.506003
1.199100,-1.283722,-1.505940
1.199200,-1.283439,-1.505876
1.199300,-1.283155,-1.505812
1.199400,-1.282871,-1.505748
1.199500,-1.282587,-1.505684
1.199600,-1.282303,-1.505620
1.199700,-1.282019,-1.505556
1.199800,-1.281735,-1.505492
1.199900,-1.281450,-1.505428
1.200000,-1.281166,-1.505364
1.200100,-1.280881,-1.505300
1.200200,-1.280596,-1.505236
1.200300,-1.280311,-1.505172
1.200400,-1.280026,-1.505107
1.200500,-1.279741,-1.505043
1.200600,-1.279456,-1.504979
1.200700,-1.279170,-1.504915
1.200800,-1.278885,-1.504850
1.200900,-1.278599,-1.504786
1.201000,-1.278313,-1.504722
1.201100,-1.278028,-1.504657
1.201200,-1.277741,-1.504593
1.201300,-1.277455,-1.504528
1.201400,-1.277169,-1.504464
1.201500,-1.276883,-1.504399
1.201600,-1.276596,-1.504335
1.201700,-1.276309,-1.504270
1.201800,-1.276023,-1.504206
1.201900,-1.275736,-1.504141
1.202000,-1.275449,-1.504077
1.202100,-1.275161,-1.504012
1.202200,-1.274874,-1.503947
1.202300,-1.274587,-1.503882
1.202400,-1.274299,-1.503818
1.202500,-1.274011,-1.503753
1.202600,-1.273724,-1.503688
1.202700,-1.273436,-1.503623
1.202800,-1.273148,-1.503558
1.202900,-1.272859,-1.503494
1.203000,-1.272571,-1.503429
1.203100,-1.272283,-1.503364
1.203200,-1.271994,-1.503299
1.203300,-1.271705,-1.503234
1.203400,-1.271417,-1.503169
1.203500,-1.271128,-1.503104
1.203600,-1.270839,-1.503039
1.203700,-1.270549,-1.502973
1.203800,-1.270260,-1.502908
1.203900,-1.269971,-1.502843
1.204000,-1.269681,-1.502778
1.204100,-1.269392,-1.502713
1.204200,-1.269102,-1.502647
1.204300,-1.268812,-1.502582
1.204400,-1.268522,-1.502517
1.204500,-1.268232,-1.502452
1.204600,-1.267941,-1.502386
1.204700,-1.267651,-1.502321
1.204800,-1.267360,-1.502255
1.204900,-1.267070,-1.502190
1.205000,-1.266779,-1.502124
1.205100,-1.266488,-1.502059
1.205200,-1.266197,-1.501993
1.205300,-1.265906,-1.501928
1.205400,-1.265614,-1.501862
1.205500,-1.265323,-1.501797
1.205600,-1.265031,-1.501731
1.205700,-1.264740,-1.501665
1.205800,-1.264448,-1.501600
1.205900,-1.264156,-1.501534
1.206000,-1.263864,-1.501468
1.206100,-1.263572,-1.501402
1.206200,-1.263280,-1.501337
1.206300,-1.262987,-1.501271
1.206400,-1.262695,-1.501205
1.206500,-1.262402,-1.501139
1.206600,-1.262109,-1.501073
1.206700,-1.261816,-1.501007
1.206800,-1.261523,-1.500941
1.206900,-1.261230,-1.500875
1.207000,-1.260937,-1.500809
1.207100,-1.260643,-1.500743
1.207200,-1.260350,-1.500677
1.207300,-1.260056,-1.500611
1.207400,-1.259763,-1.500545
1.207500,-1.259469,-1.500479
1.207600,-1.259175,-1.500412
1.207700,-1.258880,-1.500346
1.207800,-1.258586,-1.500280
1.207900,-1.258292,-1.500214
1.208000,-1.257997,-1.500147
1.208100,-1.257703,-1.500081
1.208200,-1.257408,-1.500015
1.208300,-1.257113,-1.499948
1.208400,-1.256818,-1.499882
1.208500,-1.256523,-1.499815
1.208600,-1.256228,-1.499749
1.208700,-1.255932,-1.499682
1.208800,-1.255637,-1.499616
1.208900,-1.255341,-1.499549
1.209000,-1.255045,-1.499483
1.209100,-1.254750,-1.499416
1.209200,-1.254454,-1.499349
1.209300,-1.254157,-1.499283
1.209400,-1.253861,-1.499216
1.209500,-1.253565,-1.499149
1.209600,-1.253268,-1.499083
1.209700,-1.252972,-1.499016
1.209800,-1.252675,-1.498949
1.209900,-1.252378,-1.498882
1.210000,-1.252081,-1.498815
1.210100,-1.251784,-1.498748
1.210200,-1.251487,-1.498682
1.210300,-1.251190,-1.498615
1.210400,-1.250892,-1.498548
1.210500,-1.250594,-1.498481
1.210600,-1.250297,-1.498414
1.210700,-1.249999,-1.498347
1.210800,-1.249701,-1.498279
1.210900,-1.249403,-1.498212
1.211000,-1.249105,-1.498145
1.211100,-1.248806,-1.498078
1.211200,-1.248508,-1.498011
1.211300,-1.248209,-1.497944
1.211400,-1.247911,-1.497876
1.211500,-1.247612,-1.497809
1.211600,-1.247313,-1.497742
1.211700,-1.247014,-1.497674
1.211800,-1.246715,-1.497607
